log_id,po_id,model_version,input_prompt_context,generated_rationale,prompt_tokens,completion_tokens
60475be3-ccf3-510f-8c89-9c4676c4b88f,3528f4ee-ab44-5fd1-9ad0-47f3e8489dd4,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.62, ""p90_lt"": 29.25, ""lead_time_mean"": 11.5, ""lead_time_std"": 8.1, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 22.0, ""days_to_stockout"": 7, ""net_benefit"": 227.36, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 22.0 units of cc419e06 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
8f416b93-1126-5183-bbeb-6d0d1488eb24,136986b5-c41f-56ba-bc28-b3fbf9962674,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 16.02, ""p90_lt"": 21.89, ""lead_time_mean"": 11.4, ""lead_time_std"": 7.5, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 15.0, ""days_to_stockout"": 7, ""net_benefit"": 251.37, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 15.0 units of d91fb3b7 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
ed9ff162-8f43-56b8-ab01-4e816f935f0b,488e79bb-9b0d-5551-a0fe-c5ae15a47c11,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 7.66, ""p90_lt"": 10.99, ""lead_time_mean"": 5.7, ""lead_time_std"": 1.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 4.0, ""days_to_stockout"": 7, ""net_benefit"": 16.37, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 4.0 units of 671585f5 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
b4279916-a02e-5f98-9227-6dfd9d41dfbf,3fecf9d4-f9dd-53e3-81e7-6037f66d32b1,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 19.37, ""p90_lt"": 27.35, ""lead_time_mean"": 15.0, ""lead_time_std"": 9.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 20.0, ""days_to_stockout"": 7, ""net_benefit"": 1019.51, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 20.0 units of 4869f7a5 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
69b18fe2-d05b-5f79-87c3-a881d33756a7,6bf2c1d2-e0d5-552d-9454-4f09099959ff,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.81, ""p90_lt"": 19.32, ""lead_time_mean"": 10.0, ""lead_time_std"": 7.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 12.0, ""days_to_stockout"": 7, ""net_benefit"": 136.88, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 12.0 units of f8db351d at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
ab3e0856-4353-5bf3-b5f4-d08c7691a359,cb45de1f-d142-50a3-bcb2-c5f092a6c88e,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 12.91, ""p90_lt"": 18.22, ""lead_time_mean"": 9.8, ""lead_time_std"": 7.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 11.0, ""days_to_stockout"": 7, ""net_benefit"": 249.53, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 11.0 units of c003204e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
a05942b7-65bc-5c19-8627-6b63315235aa,ece80be3-43b0-5a7e-8732-c1430dc4236c,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 10.35, ""p90_lt"": 18.35, ""lead_time_mean"": 7.6, ""lead_time_std"": 6.3, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 11.0, ""days_to_stockout"": 7, ""net_benefit"": 137.12, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 11.0 units of c70c1b0d at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
97a2c7d7-a57b-50f9-9dab-87867e393f22,05b41370-4e92-5aba-bced-56e06b26693c,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 11.66, ""p90_lt"": 16.18, ""lead_time_mean"": 9.3, ""lead_time_std"": 6.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 9.0, ""days_to_stockout"": 7, ""net_benefit"": 87.35, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 9.0 units of 8d956fec at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
d9ad71bc-53ae-5102-ac44-fb0f4c40d6d3,3b051fc5-8673-598e-acb9-c0f2d75d24a8,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 7.49, ""p90_lt"": 14.01, ""lead_time_mean"": 7.6, ""lead_time_std"": 3.4, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 7.0, ""days_to_stockout"": 7, ""net_benefit"": 36.82, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 7.0 units of 81f89e42 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
965b0c81-981f-5084-8121-61c15fb4cf18,8298a816-3d7d-5e34-868f-35f0a563e496,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.88, ""p90_lt"": 18.73, ""lead_time_mean"": 13.4, ""lead_time_std"": 9.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 12.0, ""days_to_stockout"": 7, ""net_benefit"": 78.48, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 12.0 units of ea8482cd at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
f2889fce-71d7-5d84-ae9c-e22c3ddd79d7,8f58a2b1-9525-59c0-bba8-3608ccea20fe,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 12.14, ""p90_lt"": 29.88, ""lead_time_mean"": 12.3, ""lead_time_std"": 8.8, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 23.0, ""days_to_stockout"": 7, ""net_benefit"": 216.76, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 23.0 units of f80edd2c at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
f36b5c67-3394-5871-b72f-06e1dbfb65e8,54c0b033-1bfb-5c2d-a4e9-5c4c78a54d50,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 18.75, ""p90_lt"": 25.76, ""lead_time_mean"": 18.1, ""lead_time_std"": 9.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 19.0, ""days_to_stockout"": 7, ""net_benefit"": 470.77, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 19.0 units of 06a2c3af at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
b69414f5-650a-5fec-8f47-d1ee32fbdfce,046c8282-1db7-59e6-88fb-c5492e8c2631,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.22, ""p90_lt"": 30.51, ""lead_time_mean"": 11.6, ""lead_time_std"": 8.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 24.0, ""days_to_stockout"": 7, ""net_benefit"": 408.92, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 24.0 units of 7ad32824 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
b3afe3ab-7f86-575a-a487-0c4e080b7efe,d15be46a-a0e1-5acc-90fe-00f13321de8f,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.5, ""p90_lt"": 18.01, ""lead_time_mean"": 13.4, ""lead_time_std"": 9.1, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 11.0, ""days_to_stockout"": 7, ""net_benefit"": 187.97, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 11.0 units of 3d871de0 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
681869c7-6589-5c18-9d6b-a1356e4d3df8,006ec7d7-bac8-5fa9-88d1-a31379fd742e,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 11.28, ""p90_lt"": 17.56, ""lead_time_mean"": 6.7, ""lead_time_std"": 3.8, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 11.0, ""days_to_stockout"": 7, ""net_benefit"": 212.8, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 11.0 units of 289cdb32 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
546a5c64-4698-5d1b-8a55-74ee2548d233,ebedca5a-548c-5af5-a58f-ecc94aef3611,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 11.07, ""p90_lt"": 15.82, ""lead_time_mean"": 9.6, ""lead_time_std"": 4.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 9.0, ""days_to_stockout"": 7, ""net_benefit"": 97.72, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 9.0 units of 640e21a7 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
ea50a7e0-1c15-545f-aa89-5e50f9188e1e,24383a65-f92f-53df-b1cd-32826d179a06,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.17, ""p90_lt"": 33.58, ""lead_time_mean"": 12.1, ""lead_time_std"": 10.4, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 27.0, ""days_to_stockout"": 7, ""net_benefit"": 204.23, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 27.0 units of 53e4c6e0 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
4781b746-9671-5771-b56a-c58a7f1edf2e,e6e30bb2-be4f-520f-a427-e321826aefa4,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 10.15, ""p90_lt"": 12.96, ""lead_time_mean"": 10.3, ""lead_time_std"": 8.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 6.0, ""days_to_stockout"": 7, ""net_benefit"": 46.33, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 6.0 units of 6860153b at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
979f6d5f-55dc-5888-ad51-51dd085720ba,48b7736d-f143-5875-82fe-79f50e3e0ab0,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.06, ""p90_lt"": 19.03, ""lead_time_mean"": 12.9, ""lead_time_std"": 8.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 12.0, ""days_to_stockout"": 7, ""net_benefit"": 141.89, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 12.0 units of 1835b56c at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
fc5ff13e-9ac4-5655-a1c3-7882da751608,0442484a-c0f7-58d4-8346-5079cbd743b7,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 10.83, ""p90_lt"": 14.75, ""lead_time_mean"": 9.0, ""lead_time_std"": 3.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 8.0, ""days_to_stockout"": 7, ""net_benefit"": 155.04, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 8.0 units of cc63f0dd at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
42b4b962-c2f9-5e88-be56-e8fc855b316c,1de3e5a6-3930-5c79-82e8-5dc798cd075a,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 13.72, ""p90_lt"": 19.12, ""lead_time_mean"": 15.6, ""lead_time_std"": 9.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 12.0, ""days_to_stockout"": 7, ""net_benefit"": 168.94, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 12.0 units of 1f50f920 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
0d59d4d3-3e7c-51e6-9228-2b42692d5813,a6546ce9-8faa-5ea0-b1ce-acefbfc7eafc,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 7.99, ""p90_lt"": 17.48, ""lead_time_mean"": 8.0, ""lead_time_std"": 6.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 10.0, ""days_to_stockout"": 7, ""net_benefit"": 27.16, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 10.0 units of 9b013e03 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
abd19de3-f886-5726-b9f9-98804e3686a5,d8e7c091-6698-51e9-9aaa-0d470f934921,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 10.64, ""p90_lt"": 14.56, ""lead_time_mean"": 13.2, ""lead_time_std"": 10.8, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 8.0, ""days_to_stockout"": 7, ""net_benefit"": 396.86, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 8.0 units of f7ba60f8 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
4114ca66-1e6a-521b-8798-7ccd21949bf5,be537610-d37b-5f34-977e-90bd805ed11e,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 14.66, ""p90_lt"": 20.85, ""lead_time_mean"": 12.8, ""lead_time_std"": 7.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 14.0, ""days_to_stockout"": 7, ""net_benefit"": 173.2, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 14.0 units of 1900267e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
28c98793-ca61-52be-a640-24040b1c4a41,96c1ca19-8ae0-5dbe-9c21-146489921c49,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 11.65, ""p90_lt"": 25.75, ""lead_time_mean"": 9.3, ""lead_time_std"": 9.4, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 19.0, ""days_to_stockout"": 7, ""net_benefit"": 86.19, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 19.0 units of 16090f2c at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
cd8230fe-1417-5670-869c-b328ec30b229,9ea4da9a-65ef-56a7-b2c1-ef5ac5ec8e9b,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 5.83, ""p90_lt"": 9.89, ""lead_time_mean"": 4.1, ""lead_time_std"": 3.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 6.0, ""days_to_stockout"": 7, ""net_benefit"": 67.8, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 6.0 units of 5a413ade at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
50aaa436-36cd-50e3-a3d1-7f3f7731c79c,68ad3029-78ee-5835-b5cf-f15d32b9d34c,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 9.61, ""p90_lt"": 12.59, ""lead_time_mean"": 11.4, ""lead_time_std"": 7.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 9.0, ""days_to_stockout"": 7, ""net_benefit"": 70.44, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 9.0 units of 5656537e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
